"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"120","Q91VR8",-0.387312936698216,-1.30795502785068,20.8555543350997,1.89934167093193,0.0736544321473481,0.999721833650411,0.999721833650411,-4.28093853474893,"Protein BRICK1 OS=Mus musculus OX=10090 GN=Brk1 PE=1 SV=1",0,19.818,60,6,25,6,75,8.8,5.45,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","cytoskeleton;other cell component","other molecular function","101314","ENSMUSG00000033940","Brk1","Regulation of actin dynamics for phagocytic cup formation; RAC1 GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; VEGFA-VEGFR2 Pathway; RHO GTPases Activate WASPs and WAVEs",NA
"121","Q8VDK1",-0.387026919463025,-1.30769574880011,21.1147228292247,2.16114894932055,0.0443968815705912,0.999721833650411,0.999721833650411,-4.16109377633294,"Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1 PE=1 SV=2",0,40.006,23,5,31,5,323,35.7,7.94,"other metabolic processes","mitochondrion;other cell component","other molecular function","27045","ENSMUSG00000013997","Nit1",NA,NA
"122","P40237",0.386701439136729,1.30740075837015,24.2578575795075,-2.25731170589824,0.0366434070115594,0.999721833650411,0.999721833650411,-4.11588700697444,"CD82 antigen OS=Mus musculus OX=10090 GN=Cd82 PE=1 SV=1",0,59.065,13,4,46,4,266,29.6,5.02,NA,"plasma membrane;other membranes",NA,"12521","ENSMUSG00000027215","Cd82",NA,NA
"123","Q99JT1",0.385189365851655,1.30603120341292,20.4484172858195,-1.58804129266265,0.130687608981726,0.999721833650411,0.999721833650411,-4.43143473806655,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Mus musculus OX=10090 GN=Gatb PE=1 SV=1",0,36.8,13,5,20,5,557,62.1,8.54,"protein metabolism;RNA metabolism OR transcription;other metabolic processes","mitochondrion;other cell component","other molecular function","229487","ENSMUSG00000028085","Gatb",NA,NA
"124","Q8BMS4",0.385019836250244,1.30587774205436,22.495481768528,-2.59121072350291,0.0184299100559645,0.999721833650411,0.999721833650411,-3.95616713101324,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Coq3 PE=1 SV=1",0,97.148,24,6,49,6,370,40.9,7.96,"other metabolic processes;other biological processes","other membranes;mitochondrion","other molecular function","230027","ENSMUSG00000028247","Coq3","Ubiquinol biosynthesis",NA
"125","Q9CR56",0.383538607071035,1.30453767258965,19.1522999074003,-2.18674888567727,0.0421976986524304,0.999721833650411,0.999721833650411,-4.14910929548634,"NF-kappa-B inhibitor-interacting Ras-like protein 2 OS=Mus musculus OX=10090 GN=Nkiras2 PE=1 SV=1",0.024,1.62,5,1,1,1,191,21.5,8.05,"signal transduction","other cell component","other molecular function","71966","ENSMUSG00000017837","Nkiras2","RIP-mediated NFkB activation via ZBP1; TAK1 activates NFkB by phosphorylation and activation of IKKs complex; TRAF6 mediated NF-kB activation","TNF-alpha NF-kB Signaling Pathway"
"126","Q7M729",0.382951924819416,1.30400728087058,22.9575708084534,-1.88220937671524,0.0760658677832273,0.999721833650411,0.999721833650411,-4.28857310647093,"Sodium channel subunit beta-4 OS=Mus musculus OX=10090 GN=Scn4b PE=1 SV=1",0,9.347,18,4,34,4,228,25.2,8.82,"cell-cell signaling;transport;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","399548","ENSMUSG00000046480","Scn4b","Phase 0 - rapid depolarisation",NA
"127","Q8VD65",-0.380946659008579,-1.30219604237918,19.1571848290571,2.2230727933072,0.0392484770909029,0.999721833650411,0.999721833650411,-4.13204017585259,"Phosphoinositide 3-kinase regulatory subunit 4 OS=Mus musculus OX=10090 GN=Pik3r4 PE=1 SV=3",0,35.32,4,3,5,3,1358,152.5,7.12,"protein metabolism;other metabolic processes;stress response;transport;other biological processes","other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","kinase activity;other molecular function","75669","ENSMUSG00000032571","Pik3r4","Synthesis of PIPs at the Golgi membrane; RHO GTPases Activate NADPH Oxidases; Macroautophagy; PI3K Cascade; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane; Toll Like Receptor 9 (TLR9) Cascade","Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; Regulation of Actin Cytoskeleton; Insulin Signaling; Focal Adhesion"
"128","Q91WM2",0.380895399780698,1.30214977592924,20.4623966987579,-1.93495687802302,0.0688573905888453,0.999721833650411,0.999721833650411,-4.26497527106564,"Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Mus musculus OX=10090 GN=Hdhd5 PE=1 SV=1",0,41.12,11,4,22,4,419,46.3,7.88,"other metabolic processes",NA,NA,"214932","ENSMUSG00000058979","Hdhd5",NA,NA
"129","P21661",0.379366346995976,1.30077041235034,20.9028527330411,-1.68489262084805,0.109256280231014,0.999721833650411,0.999721833650411,-4.37415250242066,"Neuroendocrine convertase 2 OS=Mus musculus OX=10090 GN=Pcsk2 PE=1 SV=1",0,57.488,9,4,22,4,637,70.7,6.42,"protein metabolism;other metabolic processes;developmental processes","non-structural extracellular;other membranes;ER/Golgi;nucleus;other cell component","other molecular function","18549","ENSMUSG00000027419","Pcsk2",NA,NA
"130","F7CVJ5",0.37793120289874,1.2994770934417,19.5008539565234,-1.63498417409099,0.11940710218933,0.999721833650411,0.999721833650411,-4.39502806003926,"AHNAK nucleoprotein 2 (Fragment) OS=Mus musculus OX=10090 GN=Ahnak2 PE=1 SV=1",0,32.12,21,3,10,3,1126,115.2,5.59,"other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component",NA,NA,"ENSMUSG00000072812","Ahnak2",NA,NA
"131","Q8QZS1",0.37791123173783,1.29945910496474,28.1598281878957,-2.07811528269104,0.0522699095054799,0.999721833650411,0.999721833650411,-4.19967789154388,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hibch PE=1 SV=1",0,171.408,49,16,189,16,385,43,8.06,"other metabolic processes",NA,"other molecular function","227095","ENSMUSG00000041426","Hibch","Branched-chain amino acid catabolism",NA
"132","E9Q2S0",0.377385852342726,1.29898597327383,20.1618846852945,-2.14047466231734,0.046248915267158,0.999721833650411,0.999721833650411,-4.1707432082868,"Protocadherin 7 OS=Mus musculus OX=10090 GN=Pcdh7 PE=1 SV=2",0,38.699,4,4,17,4,1247,135.8,5.21,"cell adhesion","plasma membrane;other membranes","other molecular function","54216","ENSMUSG00000029108","Pcdh7",NA,NA
"133","Q8K2Q7",0.375791827169159,1.29755152399786,19.7647602429962,-2.82256757872578,0.0128521637322088,0.999721833650411,0.999721833650411,-3.88333945811758,"BRO1 domain-containing protein BROX OS=Mus musculus OX=10090 GN=Brox PE=1 SV=1",0,13.061,5,2,7,2,411,46.2,7.69,NA,"other membranes",NA,"71678","ENSMUSG00000046836","Brox",NA,NA
"134","P62082",-0.375746458784604,-1.29751072057839,23.2308448648158,2.45838278274252,0.0243106423887643,0.999721833650411,0.999721833650411,-4.02005363256428,"40S ribosomal protein S7 OS=Mus musculus OX=10090 GN=Rps7 PE=2 SV=1",0,54.103,30,6,53,6,194,22.1,10.1,"protein metabolism;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","cytosol;cytoskeleton;translational apparatus;nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","20115","ENSMUSG00000061477","Rps7","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition","Cytoplasmic Ribosomal Proteins; mRNA processing"
"135","B1AZ46",0.372900364277715,1.29495356339829,27.3564481176265,-3.14683977457406,0.00557329897057208,0.999721833650411,0.999721833650411,-3.68989381051095,"Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=1",0,441.919,69,30,421,30,521,57.6,8.79,"cell organization and biogenesis;other biological processes","other membranes;cytoskeleton;other cell component","other molecular function","108100","ENSMUSG00000025372","Baiap2",NA,"Regulation of Actin Cytoskeleton"
"136","A0A0N4SWD1",0.372645249166414,1.29472459400042,20.6336744771485,-1.67754734410802,0.11284386580479,0.999721833650411,0.999721833650411,-4.41681017750151,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Suclg2 PE=1 SV=1",0,44.668,39,3,37,1,83,8.9,10.17,"other metabolic processes",NA,"other molecular function",NA,"ENSMUSG00000061838","Suclg2",NA,NA
"137","Q5DU31",-0.366861180135572,-1.28954416139691,18.7424942794577,2.06943750296627,0.0550414326450959,0.999721833650411,0.999721833650411,-4.21171835458463,"Interactor protein for cytohesin exchange factors 1 OS=Mus musculus OX=10090 GN=Ipcef1 PE=1 SV=2",0,10.849,6,2,5,2,406,45.8,6.73,NA,"plasma membrane;other membranes;cytosol","other molecular function","320495","ENSMUSG00000064065","Ipcef1",NA,NA
"138","P48678",-0.366494052025974,-1.28921604792566,20.7171624989678,0.977212641532823,0.341406817227393,0.999721833650411,0.999721833650411,-4.62982773690938,"Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2",0,124.916,21,12,20,11,665,74.2,6.98,"cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes","other membranes;cytosol;cytoskeleton;nucleus;other cell component","other molecular function","16905","ENSMUSG00000028063","Lmna",NA,"Adipogenesis genes; FAS pathway and Stress induction of HSP regulation"
"139","Q64727",-0.36598178980676,-1.28875836323083,22.4961234923088,2.2406382565271,0.0378914097985147,0.999721833650411,0.999721833650411,-4.12376056094024,"Vinculin OS=Mus musculus OX=10090 GN=Vcl PE=1 SV=4",0,126.759,20,15,67,15,1066,116.6,6,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","22330","ENSMUSG00000021823","Vcl","Neutrophil degranulation; Smooth Muscle Contraction; MAP2K and MAPK activation; Platelet degranulation","Primary Focal Segmental Glomerulosclerosis FSGS; IL-3 Signaling Pathway; Regulation of Actin Cytoskeleton; Integrin-mediated Cell Adhesion; Focal Adhesion"
"140","A2APX3",0.364622494399683,1.28754467754804,22.747547968884,-2.30046278502725,0.0335877630098171,0.999721833650411,0.999721833650411,-4.0954494300496,"Cystatin-C (Fragment) OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=1",0,40.481,27,3,34,3,102,11.1,8.18,"other biological processes",NA,"enzyme regulator activity",NA,"ENSMUSG00000027447","Cst3",NA,NA
"141","O35684",0.363316840265991,1.28637996323821,17.3400017100576,-1.72105434706688,0.107234819186639,0.999721833650411,0.999721833650411,-4.3882149101524,"Neuroserpin OS=Mus musculus OX=10090 GN=Serpini1 PE=1 SV=1",0.002,3.192,2,1,1,1,410,46.3,4.72,"other biological processes","other cell component","enzyme regulator activity","20713","ENSMUSG00000027834","Serpini1",NA,NA
"142","Q8C5W0",-0.36153845939554,-1.28479524571386,19.9394354866138,1.1824818504581,0.252389164676958,0.999721833650411,0.999721833650411,-4.56584422369643,"Calmin OS=Mus musculus OX=10090 GN=Clmn PE=1 SV=2",0,41.306,6,5,14,5,1052,117.2,5.03,"cell organization and biogenesis;transport;developmental processes;other biological processes","other membranes;nucleus;other cell component","cytoskeletal activity","94040","ENSMUSG00000021097","Clmn",NA,NA
"143","Q3TDD9",-0.361372094817447,-1.28464709791449,21.1928862370369,2.18956066024347,0.0419623378070972,0.999721833650411,0.999721833650411,-4.14779063441263,"Protein phosphatase 1 regulatory subunit 21 OS=Mus musculus OX=10090 GN=Ppp1r21 PE=1 SV=2",0,78.795,17,9,53,9,780,88.3,6.9,NA,"other cytoplasmic organelle",NA,"73825","ENSMUSG00000034709","Ppp1r21",NA,NA
"144","Q8CBY8",-0.36127352944424,-1.28455933342391,21.7632831722173,3.05645659531451,0.006792042243944,0.999721833650411,0.999721833650411,-3.73272378980613,"Dynactin subunit 4 OS=Mus musculus OX=10090 GN=Dctn4 PE=1 SV=1",0,110.832,24,7,44,7,467,53,7.72,NA,"cytoskeleton;other cell component","other molecular function","67665","ENSMUSG00000024603","Dctn4","MHC class II antigen presentation; COPI-mediated anterograde transport; HSP90 chaperone cycle for steroid hormone receptors (SHR); COPI-independent Golgi-to-ER retrograde traffic",NA
"145","A0A0N4SVF2",0.360690050880873,1.28403991575875,16.8615556522308,-1.49584924448378,0.153013123626082,0.999721833650411,0.999721833650411,-4.45212014199613,"RasGEF domain family, member 1A OS=Mus musculus OX=10090 GN=Rasgef1a PE=1 SV=1",0.035,1.428,2,1,2,1,489,55.8,8.02,"signal transduction;other biological processes",NA,"enzyme regulator activity","70727","ENSMUSG00000030134","Rasgef1a",NA,NA
"146","E9Q4D5",0.36022549484812,1.28362651414372,20.7493887248624,-1.48742143842786,0.154200256075088,0.999721833650411,0.999721833650411,-4.45462402905219,"GTP-binding protein REM 2 OS=Mus musculus OX=10090 GN=Rem2 PE=1 SV=1",0,53.005,26,6,20,6,341,37.4,7.39,"signal transduction","plasma membrane;other membranes","other molecular function","140743","ENSMUSG00000022176","Rem2",NA,NA
"147","P02088",0.360045421065607,1.28346630491713,25.1644640014116,-2.59869714008529,0.0181422106568296,0.999721833650411,0.999721833650411,-3.95255956411174,"Hemoglobin subunit beta-1 OS=Mus musculus OX=10090 GN=Hbb-b1 PE=1 SV=2",0,205.114,80,10,203,1,147,15.8,7.65,"other metabolic processes;transport;developmental processes;other biological processes","cytosol;other cell component","other molecular function","100503605; 101488143; 15129",NA,"Hbb-b1",NA,NA
"148","P47758",-0.359052758912085,-1.28258350558732,19.6241152911237,1.94062190714801,0.0681205535469048,0.999721833650411,0.999721833650411,-4.262424982161,"Signal recognition particle receptor subunit beta OS=Mus musculus OX=10090 GN=Srprb PE=1 SV=1",0,26.23,14,3,12,3,269,29.6,9.28,"transport","other membranes;cytoskeleton;ER/Golgi;other cell component","other molecular function","20818","ENSMUSG00000032553","Srprb",NA,NA
"149","Q8BGP6",0.358766388877292,1.28232894241085,19.165785748966,-2.24355621939522,0.0376702090251228,0.999721833650411,0.999721833650411,-4.12238363149858,"Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1",0,22.977,8,2,14,2,337,37.9,8.95,"transport","other membranes;mitochondrion",NA,"319653","ENSMUSG00000054099","Slc25a40",NA,NA
"150","E9Q8D5",-0.357819852731655,-1.28148789660661,17.5886186271041,1.67851466605148,0.111519143963936,0.999721833650411,0.999721833650411,-4.3783380209992,"CCR4-NOT transcription complex subunit 2 OS=Mus musculus OX=10090 GN=Cnot2 PE=1 SV=1",0.013,2.007,8,1,1,1,490,54.2,7.94,"other biological processes","other cell component",NA,NA,"ENSMUSG00000020166","Cnot2",NA,NA
"151","P27546",-0.357629165006536,-1.28131852757422,27.2590215211068,2.60738371026974,0.0178137314115591,0.999721833650411,0.999721833650411,-3.94837313407372,"Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3",0,357.832,42,32,290,14,1125,117.4,4.98,"cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity","17758","ENSMUSG00000032479","Map4",NA,NA
"152","Q91YS7",-0.357352177476844,-1.28107254683972,18.9463965889153,1.51258269130433,0.148740006991748,0.999721833650411,0.999721833650411,-4.44556324481001,"Dual-specificity mitogen-activated protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Map2k2 PE=1 SV=1",0,42.528,19,6,55,3,400,44.3,7.05,"protein metabolism;other metabolic processes",NA,"kinase activity;other molecular function","26396","ENSMUSG00000035027","Map2k2",NA,"IL-9 Signaling Pathway; Hypothetical Network for Drug Addiction; EPO Receptor Signaling; IL-5 Signaling Pathway; MicroRNAs in Cardiomyocyte Hypertrophy; Signaling of Hepatocyte Growth Factor Receptor; MAPK Cascade; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; IL-7 Signaling Pathway; ESC Pluripotency Pathways; Novel Jun-Dmp1 Pathway; IL-6 signaling Pathway; Ethanol metabolism resulting in production of ROS by CYP2E1; IL-2 Signaling Pathway; MAPK signaling pathway; Regulation of Actin Cytoskeleton; EGFR1 Signaling Pathway; Integrin-mediated Cell Adhesion; Insulin Signaling; Focal Adhesion"
"153","Q9CZT8",-0.355191152112358,-1.27915505367856,23.0179363285919,2.63784441717071,0.0167059459554301,0.999721833650411,0.999721833650411,-3.93368928488106,"Ras-related protein Rab-3B OS=Mus musculus OX=10090 GN=Rab3b PE=1 SV=1",0,150.015,52,9,268,4,219,24.7,5.11,"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","69908","ENSMUSG00000003411","Rab3b","RAB geranylgeranylation",NA
"154","Q99N15",0.355084008675945,1.27906005925826,25.7700672765809,-2.83929375766777,0.0108741615405481,0.999721833650411,0.999721833650411,-3.83662935000052,"17beta-hydroxysteroid dehydrogenase type 10/short chain L-3-hydroxyacyl-CoA dehydrogenase OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=1",0,259.99,68,11,250,11,261,27.3,8.76,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes","mitochondrion","nucleic acid binding activity;other molecular function","15108","ENSMUSG00000025260","Hsd17b10",NA,"Alzheimers Disease; Tryptophan metabolism"
"155","Q91YY4",-0.354874498007369,-1.2788743254313,19.8985257555499,1.54669400465533,0.139326234618336,0.999721833650411,0.999721833650411,-4.43108699421475,"ATP synthase mitochondrial F1 complex assembly factor 2 OS=Mus musculus OX=10090 GN=Atpaf2 PE=1 SV=1",0,28.412,12,3,6,3,289,33.3,6.32,"cell organization and biogenesis","cytosol;nucleus",NA,"246782","ENSMUSG00000042709","Atpaf2",NA,NA
"156","P14602",-0.353851157646815,-1.27796750893135,20.376550786226,1.42879026847911,0.17017717824206,0.999721833650411,0.999721833650411,-4.47733777974556,"Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3",0,13.502,14,3,4,3,209,23,6.55,"stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;nucleus;other cell component","enzyme regulator activity;other molecular function","15507","ENSMUSG00000004951","Hspb1","MAPK6/MAPK4 signaling; AUF1 (hnRNP D0) binds and destabilizes mRNA; Extra-nuclear estrogen signaling; VEGFA-VEGFR2 Pathway","TNF-alpha NF-kB Signaling Pathway; p38 MAPK Signaling Pathway; IL-3 Signaling Pathway; IL-6 signaling Pathway; MAPK signaling pathway; FAS pathway and Stress induction of HSP regulation"
"157","B8JK33",0.353150632030712,1.27734712025978,21.0636300266123,-1.01765352551265,0.32231768540397,0.999721833650411,0.999721833650411,-4.61799496667031,"Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm PE=1 SV=1",0,73.767,21,10,17,10,640,68.1,8.32,"RNA metabolism OR transcription;other metabolic processes",NA,"nucleic acid binding activity",NA,"ENSMUSG00000059208","Hnrnpm",NA,NA
"158","Q61790",0.353061180079671,1.27726792289194,18.4709178238657,-2.22984911138549,0.0404196765729604,0.999721833650411,0.999721833650411,-4.13962926152465,"Lymphocyte activation gene 3 protein OS=Mus musculus OX=10090 GN=Lag3 PE=1 SV=1",0.027,1.558,2,1,1,1,521,56.9,8.25,"signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes","signal transduction activity or receptor binding;other molecular function","16768","ENSMUSG00000030124","Lag3","MHC class II antigen presentation",NA
"159","Q62178",0.352777688717172,1.27701696282082,22.3301986158088,-1.55785104306618,0.136664676420961,0.999721833650411,0.999721833650411,-4.42659466162032,"Semaphorin-4A OS=Mus musculus OX=10090 GN=Sema4a PE=1 SV=2",0,58.128,12,8,47,7,760,83.4,7.72,"cell organization and biogenesis;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes","signal transduction activity or receptor binding","20351","ENSMUSG00000028064","Sema4a","Other semaphorin interactions",NA
"160","P84309",0.35229661753527,1.27659120850168,26.2036422207977,-1.47326427639586,0.157940498687461,0.999721833650411,0.999721833650411,-4.46016155864726,"Adenylate cyclase type 5 OS=Mus musculus OX=10090 GN=Adcy5 PE=1 SV=2",0,375.528,26,30,384,29,1262,139,7.06,"other metabolic processes;signal transduction;other biological processes","plasma membrane;other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","other molecular function","224129","ENSMUSG00000022840","Adcy5","Adenylate cyclase inhibitory pathway; Adrenaline,noradrenaline inhibits insulin secretion; Hedgehog 'off' state; PKA activation; G alpha (z) signalling events; Adenylate cyclase activating pathway","Purine metabolism; Chemokine signaling pathway; G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell"
"161","Q920A5",0.352129070550482,1.27644296054751,18.4522391681002,-1.45091406620167,0.167377703117164,0.999721833650411,0.999721833650411,-4.50422343138845,"Retinoid-inducible serine carboxypeptidase OS=Mus musculus OX=10090 GN=Scpep1 PE=1 SV=2",0.004,2.546,3,1,1,1,452,50.9,5.66,"protein metabolism;other metabolic processes;other biological processes","non-structural extracellular;cytosol","other molecular function","74617","ENSMUSG00000000278","Scpep1",NA,NA
"162","P22723",-0.35168726820519,-1.27605213009595,22.7100461174346,3.11433897530529,0.00598473244922641,0.999721833650411,0.999721833650411,-3.70526053888224,"Gamma-aminobutyric acid receptor subunit gamma-2 OS=Mus musculus OX=10090 GN=Gabrg2 PE=1 SV=3",0,62.771,20,9,49,9,474,55.1,8.66,"cell-cell signaling;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","14406","ENSMUSG00000020436","Gabrg2","GABA receptor activation","Splicing factor NOVA regulated synaptic proteins"
"163","P28667",-0.35041943762743,-1.27493123676228,20.4640470157217,2.46174370806043,0.0241421900246026,0.999721833650411,0.999721833650411,-4.01844105196115,"MARCKS-related protein OS=Mus musculus OX=10090 GN=Marcksl1 PE=1 SV=2",0,36.514,35,4,19,4,200,20.2,4.61,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","transporter activity;cytoskeletal activity;other molecular function","17357","ENSMUSG00000047945","Marcksl1",NA,NA
"164","P53810",-0.350292851920905,-1.27481937598317,24.2264886359488,2.08012540344519,0.0520652199026529,0.999721833650411,0.999721833650411,-4.19874942646077,"Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus OX=10090 GN=Pitpna PE=1 SV=2",0,174.663,51,13,116,12,271,31.9,6.37,"cell organization and biogenesis;transport;developmental processes","other membranes;cytosol;nucleus;other cell component","transporter activity;other molecular function","18738","ENSMUSG00000017781","Pitpna",NA,"EGFR1 Signaling Pathway"
"165","Q99JR6",0.350026422861895,1.27458397102454,20.3028045767303,-1.40396182822154,0.177337266890152,0.999721833650411,0.999721833650411,-4.48677790629045,"Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 OS=Mus musculus OX=10090 GN=Nmnat3 PE=1 SV=1",0,46.812,27,5,18,5,245,27.7,8.56,"other metabolic processes;stress response;other biological processes","mitochondrion;nucleus;other cell component","other molecular function","74080","ENSMUSG00000032456","Nmnat3","Nicotinate metabolism",NA
"166","Q3UDE2",-0.349799703491943,-1.27438368602886,19.7111664406197,2.0199024000032,0.0585229239691872,0.999721833650411,0.999721833650411,-4.2264338903791,"Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1",0,29.457,10,5,10,5,639,74,5.63,"protein metabolism;other metabolic processes;stress response;other biological processes","cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","223723","ENSMUSG00000016757","Ttll12","Carboxyterminal post-translational modifications of tubulin",NA
"167","P10833",0.349518671834428,1.27413546497776,18.925644596009,-1.77995144298446,0.0919602083861047,0.999721833650411,0.999721833650411,-4.33349391175032,"Ras-related protein R-Ras OS=Mus musculus OX=10090 GN=Rras PE=1 SV=1",0,25.661,16,3,21,1,218,23.7,6.79,"developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol","other molecular function","20130","ENSMUSG00000038387","Rras","Sema4D mediated inhibition of cell attachment and migration","PluriNetWork: mechanisms associated with pluripotency; G Protein Signaling Pathways; MAPK Cascade; Novel Jun-Dmp1 Pathway; Regulation of Actin Cytoskeleton"
"168","E9PUL6",0.349468996007445,1.27409159386055,21.7474427727977,-1.88524496678047,0.0756335699453284,0.999721833650411,0.999721833650411,-4.28722252812486,"Sodium/potassium/calcium exchanger 4 OS=Mus musculus OX=10090 GN=Slc24a4 PE=1 SV=1",0,25.466,12,5,30,5,564,62.2,7.9,"transport","plasma membrane;other membranes","transporter activity",NA,"ENSMUSG00000041771","Slc24a4",NA,NA
"169","O88444",0.349391450217652,1.27402311245535,20.2914427733692,-1.64434114487215,0.117445042258287,0.999721833650411,0.999721833650411,-4.39114034046833,"Adenylate cyclase type 1 OS=Mus musculus OX=10090 GN=Adcy1 PE=1 SV=2",0,13.295,4,4,13,4,1118,123.3,8.47,"cell organization and biogenesis;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;nucleus;other cell component","other molecular function","432530","ENSMUSG00000020431","Adcy1","Hedgehog 'off' state; Adenylate cyclase inhibitory pathway; G alpha (z) signalling events; PKA activation; Adenylate cyclase activating pathway","Hypothetical Network for Drug Addiction; Purine metabolism; Chemokine signaling pathway; G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell"
"170","P54830",0.349233148148816,1.27388332585855,21.1139023911391,-1.95808939167524,0.0658926688585007,0.999721833650411,0.999721833650411,-4.25454280024708,"Tyrosine-protein phosphatase non-receptor type 5 OS=Mus musculus OX=10090 GN=Ptpn5 PE=1 SV=2",0,43.213,15,6,25,6,541,60.8,5.2,"protein metabolism;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;other cell component","signal transduction activity or receptor binding;other molecular function","19259","ENSMUSG00000030854","Ptpn5",NA,"MAPK signaling pathway; EGFR1 Signaling Pathway"
"171","Q14DQ1",0.348524674046679,1.27325790485514,21.0185879129061,-1.78182012225063,0.0916455227989269,0.999721833650411,0.999721833650411,-4.33268354476073,"Protein FAM219B OS=Mus musculus OX=10090 GN=Fam219b PE=1 SV=1",0.02,1.768,8,1,28,1,197,21,6.54,NA,NA,NA,"78323","ENSMUSG00000032305","Fam219b",NA,NA
"172","D3YZN4",0.348394853561178,1.27314333627487,23.1836414164689,-2.87467228556349,0.0100765614659556,0.999721833650411,0.999721833650411,-3.8196284076406,"Paraplegin OS=Mus musculus OX=10090 GN=Spg7 PE=1 SV=1",0,113.158,26,15,103,15,676,75,7.4,"protein metabolism;other metabolic processes","other membranes;mitochondrion","other molecular function",NA,"ENSMUSG00000000738","Spg7",NA,NA
