Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
A0A0R4J083,0.233954340202974,1.1760540288155432,25.837163664148584,1.6594965382409823,0.1143253584625739,0.9997218336504108,0.9997218336504108,-4.384817646823235,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadl PE=1 SV=1",0,254.416,33,16,228,2,430,47.9,8.15,other metabolic processes,other membranes;mitochondrion,other molecular function,11363,ENSMUSG00000026003,Acadl,NA,Fatty Acid Beta Oxidation; PPAR signaling pathway; Mitochondrial LC-Fatty Acid Beta-Oxidation
Q8BXZ1,0.2333586656189226,1.1755685479132607,22.773082878411564,1.9950113417115434,0.06139658203158059,0.9997218336504108,0.9997218336504108,-4.237792122148961,Protein disulfide-isomerase TMX3 OS=Mus musculus OX=10090 GN=Tmx3 PE=1 SV=2,0,103.872,27,11,68,11,456,51.8,5.16,protein metabolism;other metabolic processes,other membranes;ER/Golgi;other cell component,other molecular function,67988,ENSMUSG00000024614,Tmx3,Platelet degranulation,NA
Q9ESJ4,-0.23321403721347522,-1.1754507045174865,22.60584790808738,-1.2542902919777983,0.2257698453345502,0.9997218336504108,0.9997218336504108,-4.541272556389647,NCK-interacting protein with SH3 domain OS=Mus musculus OX=10090 GN=Nckipsd PE=1 SV=2,0,120.109,22,13,70,13,714,78.5,6.05,other biological processes,nucleus,other molecular function,80987,ENSMUSG00000032598; ENSMUSG00000107055,Nckipsd,Regulation of actin dynamics for phagocytic cup formation; RHO GTPases Activate WASPs and WAVEs,NA
Q9CQZ5,0.23311444606011378,1.1753695643959783,26.24287746583623,1.8833618978582702,0.07590148071948469,0.9997218336504108,0.9997218336504108,-4.288060443175908,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Mus musculus OX=10090 GN=Ndufa6 PE=1 SV=1,0,111.865,53,7,137,7,131,15.3,10.11,cell organization and biogenesis;stress response,other membranes;mitochondrion,NA,67130,ENSMUSG00000022450,Ndufa6,Complex I biogenesis,Oxidative phosphorylation; Electron Transport Chain
Q8BL03,0.2330833648848163,1.1753442427078047,21.79481906417187,1.7212440143414092,0.10233666205809122,0.9997218336504108,0.9997218336504108,-4.358738404371772,Mitochondrial basic amino acids transporter OS=Mus musculus OX=10090 GN=Slc25a29 PE=1 SV=1,0.001,5.177,6,2,9,2,306,32.7,8.62,transport,other membranes;mitochondrion,transporter activity,214663,ENSMUSG00000021265,Slc25a29,Amino acid transport across the plasma membrane,NA
E9Q9M1,-0.2329803637923824,-1.1752603320987987,21.452448896748944,-1.1041980967313523,0.2840401065627128,0.9997218336504108,0.9997218336504108,-4.591376992490911,Cytosolic purine 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c2 PE=1 SV=1,0,8.576,6,3,6,3,586,67.7,6.74,other metabolic processes,NA,other molecular function,76952,ENSMUSG00000025041,Nt5c2,NA,Purine metabolism
Q8VHW2,0.23286333196716313,1.17516499851875,23.429875026731313,1.365161969913613,0.18901160607774092,0.9997218336504108,0.9997218336504108,-4.501309452668193,Voltage-dependent calcium channel gamma-8 subunit OS=Mus musculus OX=10090 GN=Cacng8 PE=1 SV=1,0,161.696,33,8,79,8,423,43.4,9.2,other metabolic processes;transport;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,NA,NA,Cacng8,Trafficking of AMPA receptors; LGI-ADAM interactions; Phase 0 - rapid depolarisation; Phase 2 - plateau phase,NA
S4R2U7,-0.23232284554197946,-1.1747248211086478,22.059115686346495,-1.3959234856572154,0.17970689844052384,0.9997218336504108,0.9997218336504108,-4.489810797897836,CUGBP Elav-like family member 2 OS=Mus musculus OX=10090 GN=Celf2 PE=1 SV=1,0,44.58,10,4,16,4,460,48.8,9.09,NA,other cell component,nucleic acid binding activity,NA,ENSMUSG00000002107,Celf2,NA,NA
A0A338P776,-0.2322528815651026,-1.1746678538182325,21.648708494804335,-1.4224093111865295,0.17298432158755664,0.9997218336504108,0.9997218336504108,-4.489366681024313,"ATP synthase subunit O, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Atp5o PE=1 SV=1",0,65.017,57,7,161,1,109,12.1,9.89,other metabolic processes;transport,other membranes;mitochondrion,transporter activity,NA,ENSMUSG00000022956,Atp5o,NA,Electron Transport Chain
Q8CCM6,0.23173070274845742,1.1742427635121004,19.269566157672784,1.256703838875574,0.2294069693827804,0.9997218336504108,0.9997218336504108,-4.5518713621034115,Mitochondrial import inner membrane translocase subunit Tim21 OS=Mus musculus OX=10090 GN=Timm21 PE=1 SV=2,0.003,2.972,4,1,2,1,244,27.9,9.95,cell organization and biogenesis;transport,other membranes;mitochondrion,NA,67105,ENSMUSG00000024645,Timm21,NA,NA
Q9D1C8,-0.23139467085340115,-1.1739692912532982,20.27429409051159,-1.6481438399813844,0.11665553392022515,0.9997218336504108,0.9997218336504108,-4.389556872421362,Vacuolar protein sorting-associated protein 28 homolog OS=Mus musculus OX=10090 GN=Vps28 PE=1 SV=1,0,47.636,22,3,23,3,221,25.4,5.54,protein metabolism;other metabolic processes;transport;other biological processes,plasma membrane;other membranes;cytosol;other cytoplasmic organelle;other cell component,other molecular function,66914,ENSMUSG00000115987,Vps28,Endosomal Sorting Complex Required For Transport (ESCRT),NA
Q80T41,0.23139429437980397,1.1739689849041588,24.155770603747513,1.753301362450508,0.09655150182450105,0.9997218336504108,0.9997218336504108,-4.345005735191617,Gamma-aminobutyric acid type B receptor subunit 2 OS=Mus musculus OX=10090 GN=Gabbr2 PE=1 SV=2,0,157.811,19,15,166,15,940,105.6,8.72,cell-cell signaling;signal transduction,plasma membrane;other membranes;other cell component,other molecular function,242425,ENSMUSG00000039809,Gabbr2,G alpha (i) signalling events; Activation of G protein gated Potassium channels; Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits; Class C/3 (Metabotropic glutamate/pheromone receptors); GABA B receptor activation,"Non-odorant GPCRs; Splicing factor NOVA regulated synaptic proteins; GPCRs, Class C Metabotropic glutamate, pheromone"
Q9CX86,0.23133351279026826,1.1739195259430908,17.70854260159389,0.685506103703602,0.5017526022009526,0.9997218336504108,0.9997218336504108,-4.702819129531212,Heterogeneous nuclear ribonucleoprotein A0 OS=Mus musculus OX=10090 GN=Hnrnpa0 PE=1 SV=1,0,28.562,11,2,2,2,305,30.5,9.31,stress response;other biological processes,nucleus,nucleic acid binding activity;other molecular function,77134,ENSMUSG00000007836,Hnrnpa0,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,mRNA processing
Q8JZL2,0.2312933415699021,1.1738868391159412,20.40326287068992,1.7777480256576192,0.0944394532177988,0.9997218336504108,0.9997218336504108,-4.362940253054312,Melanin-concentrating hormone receptor 1 OS=Mus musculus OX=10090 GN=Mchr1 PE=2 SV=3,0,8.167,3,1,1,1,353,39.1,9.25,signal transduction;other biological processes,plasma membrane;other membranes;other cell component,signal transduction activity or receptor binding;other molecular function,207911,ENSMUSG00000050164,Mchr1,G alpha (q) signalling events; G alpha (i) signalling events; Peptide ligand-binding receptors; BBSome-mediated cargo-targeting to cilium,Non-odorant GPCRs
Q9DBH5,-0.23107802252249243,-1.1737116521722075,21.383661635255006,-1.4009993621127552,0.17820762250492228,0.9997218336504108,0.9997218336504108,-4.487896997101587,Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2,0,24.374,16,4,12,4,358,40.4,6.95,cell organization and biogenesis;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cell component,other molecular function,66890,ENSMUSG00000021484,Lman2,COPII-mediated vesicle transport; Cargo concentration in the ER,NA
Q8R0N6,0.2310551689814062,1.1736930597086213,21.13228714526079,1.9899419277429304,0.06199714886550163,0.9997218336504108,0.9997218336504108,-4.24009901865525,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2",0,68.443,19,6,22,6,465,49.9,7.58,other metabolic processes,mitochondrion,other molecular function,76187,ENSMUSG00000025911,Adhfe1,Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,NA
Q9DAM7,0.23104438422208773,1.1736842858863703,19.66637662731979,1.1540423404817122,0.26356565382119285,0.9997218336504108,0.9997218336504108,-4.575274985016908,Transmembrane protein 263 OS=Mus musculus OX=10090 GN=Tmem263 PE=1 SV=1,0,9.363,31,2,2,2,115,11.5,9.32,NA,other membranes,NA,103266,ENSMUSG00000060935,Tmem263,NA,NA
Q9D2M8,0.23098650212366323,1.1736371976628457,20.965838621749764,1.187197259318236,0.2524641382569047,0.9997218336504108,0.9997218336504108,-4.564514647881786,Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus OX=10090 GN=Ube2v2 PE=1 SV=4,0,57.601,43,5,56,1,145,16.4,8.09,protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,nucleus;other cell component,other molecular function,70620,ENSMUSG00000022674,Ube2v2,Formation of Incision Complex in GG-NER; Antigen processing: Ubiquitination & Proteasome degradation; E3 ubiquitin ligases ubiquitinate target proteins; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Nonhomologous End-Joining (NHEJ),NA
Q9Z0J0,0.2309301552521461,1.1735913601912369,18.958287792936318,1.200453477532709,0.2455134720750941,0.9997218336504108,0.9997218336504108,-4.55979553526662,NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1,0.02,1.744,4,1,9,1,149,16.4,7.68,cell organization and biogenesis;other metabolic processes;transport;other biological processes,ER/Golgi;other cytoplasmic organelle,transporter activity;other molecular function,67963,ENSMUSG00000021242,Npc2,Neutrophil degranulation; LDL clearance,TYROBP Causal Network
Q8VI75,0.23080125625038406,1.1734865092055307,26.214405280965142,1.7244452130058632,0.10174580986048813,0.9997218336504108,0.9997218336504108,-4.357372854818968,Importin-4 OS=Mus musculus OX=10090 GN=Ipo4 PE=1 SV=1,0,21.148,4,3,13,3,1082,119.2,5.03,cell organization and biogenesis;transport;other biological processes,nucleus;other cell component,other molecular function,75751,ENSMUSG00000002319,Ipo4,NA,NA
Q925N0,0.23074704067434482,1.1734424111460937,26.665270552986737,1.5317749057843584,0.14295274145104298,0.9997218336504108,0.9997218336504108,-4.437063928182343,Sideroflexin-5 OS=Mus musculus OX=10090 GN=Sfxn5 PE=1 SV=2,0,215.257,45,11,209,11,342,37.3,9.44,transport,other membranes;mitochondrion,transporter activity,94282,ENSMUSG00000033720,Sfxn5,NA,NA
P09103,-0.23062921522745228,-1.1733465795761486,25.554594726532756,-1.7375906160412125,0.09935032026777971,0.9997218336504108,0.9997218336504108,-4.351751840636983,Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2,0,216.746,51,23,256,23,509,57,4.88,protein metabolism;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,18453,ENSMUSG00000025130,P4hb,Collagen biosynthesis and modifying enzymes; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; VLDL assembly; Chylomicron assembly; Detoxification of Reactive Oxygen Species; Hedgehog ligand biogenesis; Interleukin-12 signaling; Interleukin-23 signaling,NA
Q91YM2,0.23013661981661926,1.1729460191934482,19.929925656936753,1.3287182491554659,0.20052922819532687,0.9997218336504108,0.9997218336504108,-4.514706037360876,Rho GTPase-activating protein 35 OS=Mus musculus OX=10090 GN=Arhgap35 PE=1 SV=3,0,68.166,7,7,33,7,1499,170.3,6.61,cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,232906,ENSMUSG00000058230,Arhgap35,"Sema4D mediated inhibition of cell attachment and migration; RHOA GTPase cycle; RHOC GTPase cycle; RHOQ GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOD GTPase cycle; RND2 GTPase cycle; RHOB GTPase cycle; RND3 GTPase cycle; RND1 GTPase cycle; PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases; RHOJ GTPase cycle",Regulation of Actin Cytoskeleton
Q8BUV3,0.22985452227839076,1.1727166894824665,24.67321326012573,1.6489426502992677,0.11649026221216818,0.9997218336504108,0.9997218336504108,-4.389223987438444,Gephyrin OS=Mus musculus OX=10090 GN=Gphn PE=1 SV=2,0,200.876,28,17,192,17,769,83.2,5.6,cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;other molecular function,268566,ENSMUSG00000047454,Gphn,Molybdenum cofactor biosynthesis,Splicing factor NOVA regulated synaptic proteins
Q9D5V6,0.22949599208714133,1.1724252889529443,19.164258950831513,0.7690359565567023,0.4538018302257649,0.9997218336504108,0.9997218336504108,-4.683761575164098,Synapse-associated protein 1 OS=Mus musculus OX=10090 GN=Syap1 PE=1 SV=1,0,14.798,13,3,3,3,365,41.3,4.54,signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component,NA,67043,ENSMUSG00000031357,Syap1,NA,NA
Q9R0N3,-0.229455036564012,-1.172392006375461,20.300579390437008,-1.3440983031474012,0.19560237895255422,0.9997218336504108,0.9997218336504108,-4.509082736869017,Synaptotagmin-11 OS=Mus musculus OX=10090 GN=Syt11 PE=1 SV=2,0,29.155,16,4,17,4,430,48.3,9.11,cell organization and biogenesis;other metabolic processes;stress response;transport;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,cytoskeletal activity;other molecular function,229521,ENSMUSG00000068923,Syt11,Cargo recognition for clathrin-mediated endocytosis,Parkinsons Disease Pathway
Q8K0D0,0.22920265714353505,1.172186930647359,21.93741733451156,1.6588907076142876,0.1144486962286411,0.9997218336504108,0.9997218336504108,-4.385071000255408,Cyclin-dependent kinase 17 OS=Mus musculus OX=10090 GN=Cdk17 PE=1 SV=2,0,50.643,13,6,56,4,523,59.5,9.03,cell cycle OR cell proliferation;protein metabolism;other metabolic processes,nucleus;other cell component,kinase activity;other molecular function,237459,ENSMUSG00000020015,Cdk17,NA,NA
P26350,-0.22905780998566527,-1.1720692485194795,21.034580409174573,-1.2794481944676304,0.21697530317833244,0.9997218336504108,0.9997218336504108,-4.532414559552777,Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=2,0,45.951,23,4,29,4,111,12.2,3.79,cell organization and biogenesis;other biological processes,nucleus,other molecular function,19231,ENSMUSG00000026238,Ptma,NA,NA
P51410,0.22870817774973418,1.1717852359399452,21.394851374882197,2.051597451505262,0.05503930341509976,0.9997218336504108,0.9997218336504108,-4.2118983866962765,60S ribosomal protein L9 OS=Mus musculus OX=10090 GN=Rpl9 PE=2 SV=2,0,45.771,19,3,30,3,192,21.9,9.95,protein metabolism;other metabolic processes,cytosol;translational apparatus;other cell component,nucleic acid binding activity;other molecular function,20005,ENSMUSG00000047215,Rpl9,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Cytoplasmic Ribosomal Proteins; mRNA processing
Q5F2E8,-0.22848641934077563,-1.1716051332487707,22.421404447964154,-1.8388914706107313,0.08247691669636122,0.9997218336504108,0.9997218336504108,-4.307741645206133,Serine/threonine-protein kinase TAO1 OS=Mus musculus OX=10090 GN=Taok1 PE=1 SV=1,0,63.139,11,9,45,8,1001,116,7.55,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,cytoskeleton;other cell component,enzyme regulator activity;cytoskeletal activity;kinase activity;other molecular function,216965,ENSMUSG00000017291,Taok1,Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation,MAPK signaling pathway
Q9ER00,-0.22844980263336012,-1.1715753973886354,24.726152271056186,-1.2516575300904194,0.22670593578289092,0.9997218336504108,0.9997218336504108,-4.542192194700733,Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1,0,138.679,46,9,125,9,274,31.2,5.44,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component,other molecular function,100226,ENSMUSG00000028879,Stx12,NA,NA
A0A0R4J1M7,-0.22836351541221234,-1.1715053278594154,18.850779050812406,-1.4655210194057222,0.16001756199944114,0.9997218336504108,0.9997218336504108,-4.463176193024908,Sodium channel protein OS=Mus musculus OX=10090 GN=Scn5a PE=1 SV=1,0,32.815,2,5,47,1,2020,227.6,5.68,cell-cell signaling;transport;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component,transporter activity;cytoskeletal activity;other molecular function,20271,ENSMUSG00000032511,Scn5a,NA,SIDS Susceptibility Pathways
Q99K67,0.22739344436781295,1.1707178700967371,18.395815340780267,1.179525748397675,0.25541757618395244,0.9997218336504108,0.9997218336504108,-4.56683905471094,"Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1",0,16.873,3,2,5,2,926,102.9,6.87,other metabolic processes,mitochondrion;other cell component,other molecular function,30956,ENSMUSG00000029695,Aass,Lysine catabolism,NA
Q9D051,0.22721984843949627,1.1705770089840322,28.438396794684298,2.063150596951601,0.053816826356281204,0.9997218336504108,0.9997218336504108,-4.206580688113686,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Pdhb PE=1 SV=1",0,345.544,44,12,346,12,359,38.9,6.87,other metabolic processes,mitochondrion;nucleus;other cell component,other molecular function,68263,ENSMUSG00000021748,Pdhb,Glyoxylate metabolism and glycine degradation; Regulation of pyruvate dehydrogenase (PDH) complex; Signaling by Retinoic Acid,Glycolysis and Gluconeogenesis; TCA Cycle
Q80TB8,0.22719675770866843,1.1705582737270612,24.81496862669608,0.7376571251828226,0.4702242204908963,0.9997218336504108,0.9997218336504108,-4.691439517935225,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 GN=Vat1l PE=1 SV=2,0,179.883,49,20,129,20,417,45.8,5.06,NA,NA,other molecular function,270097,ENSMUSG00000046844,Vat1l,NA,NA
O54833,0.22705801843645546,1.1704457103718318,23.03791176501138,1.659489142864965,0.11432686336270893,0.9997218336504108,0.9997218336504108,-4.38482073981188,Casein kinase II subunit alpha' OS=Mus musculus OX=10090 GN=Csnk2a2 PE=1 SV=1,0,92.876,32,9,69,8,350,41.2,8.56,cell-cell signaling;cell cycle OR cell proliferation;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,kinase activity;other molecular function,13000,ENSMUSG00000046707,Csnk2a2,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; Regulation of TP53 Activity through Phosphorylation; Regulation of PTEN stability and activity; Signal transduction by L1; Condensation of Prometaphase Chromosomes; Synthesis of PC; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; WNT mediated activation of DVL; Receptor Mediated Mitophagy,TNF-alpha NF-kB Signaling Pathway; Wnt Signaling Pathway NetPath
E9Q876,-0.22697899806147603,-1.1703816035970722,19.121450129383792,-0.9216133902923686,0.36961594225882366,0.9997218336504108,0.9997218336504108,-4.645333647371596,"ATP-binding cassette, sub-family A (ABC1), member 12 OS=Mus musculus OX=10090 GN=Abca12 PE=4 SV=1",0.004,2.712,1,2,3,2,2595,292.4,7.93,transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,74591,ENSMUSG00000050296,Abca12,ABC transporters in lipid homeostasis,NA
Q5DTL9,0.2267209797688743,1.170172305822863,24.787733433922334,1.3810912222776772,0.18414626599963782,0.9997218336504108,0.9997218336504108,-4.4953765750077395,Sodium-driven chloride bicarbonate exchanger OS=Mus musculus OX=10090 GN=Slc4a10 PE=1 SV=2,0,266.867,29,27,247,20,1118,125.7,6.51,protein metabolism;other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,transporter activity,94229,ENSMUSG00000026904,Slc4a10,Bicarbonate transporters,NA
Q8BG51,-0.2265997945449243,-1.1700740164178072,24.37509978981869,-1.4398395783495808,0.16706716776037034,0.9997218336504108,0.9997218336504108,-4.473102031243944,Mitochondrial Rho GTPase 1 OS=Mus musculus OX=10090 GN=Rhot1 PE=1 SV=1,0,165.234,25,13,157,5,631,72.2,6.49,cell organization and biogenesis;transport;signal transduction;other biological processes,other membranes;mitochondrion,other molecular function,59040,ENSMUSG00000017686,Rhot1,Ub-specific processing proteases; RHOT1 GTPase cycle,NA
F6VNW5,0.22658492084638127,1.1700619534121208,18.487934550853605,1.0333308866696083,0.3168044460193179,0.9997218336504108,0.9997218336504108,-4.61320527827227,GCS light chain (Fragment) OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1,0.001,5.006,7,1,8,1,153,17,5.59,other metabolic processes,NA,other molecular function,NA,ENSMUSG00000028124,Gclm,NA,One carbon metabolism and related pathways; Oxidative Stress and Redox Pathway
Q7TN79,0.22637634672576468,1.16989280678317,21.90317868894472,1.9056697064967882,0.07278102204007918,0.9997218336504108,0.9997218336504108,-4.278111206231263,A-kinase anchor protein 7 isoform gamma OS=Mus musculus OX=10090 GN=Akap7 PE=1 SV=2,0,15.895,9,3,20,3,314,35.5,7.87,signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;nucleus;other cell component,other molecular function,432442,ENSMUSG00000039166,Akap7,NA,G Protein Signaling Pathways
Q61137,-0.22635246159312672,-1.1698734383007394,22.75379086739272,-1.2063511683454033,0.24328841924563693,0.9997218336504108,0.9997218336504108,-4.557795699320253,Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 SV=4,0,146.804,20,15,87,15,1302,144.8,5.21,cell adhesion;developmental processes;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle;other cell component,NA,11899,ENSMUSG00000026587,Astn1,NA,NA
P16014,-0.2263328947905947,-1.1698575717962618,21.15173586272093,-0.6291245453815774,0.5371654943739859,0.9997218336504108,0.9997218336504108,-4.714261476025435,Secretogranin-1 OS=Mus musculus OX=10090 GN=Chgb PE=1 SV=2,0,73.335,9,5,45,5,677,77.9,5.07,NA,non-structural extracellular;other cell component,NA,12653,ENSMUSG00000027350,Chgb,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation,NA
Q64520,-0.22624684295491804,-1.1697877958654679,24.193814474838028,-1.3624945386575997,0.18983629561560428,0.9997218336504108,0.9997218336504108,-4.502298388330045,Guanylate kinase OS=Mus musculus OX=10090 GN=Guk1 PE=1 SV=2,0,46.326,38,5,38,5,198,21.9,6.55,other metabolic processes;transport,cytosol;other cell component,kinase activity;other molecular function,14923,ENSMUSG00000020444,Guk1,Interconversion of nucleotide di- and triphosphates,Purine metabolism
Q9R171,0.22613886379589943,1.1697002458483121,21.657667541167026,0.7229074443939204,0.4790191944450227,0.9997218336504108,0.9997218336504108,-4.694734567597384,Cerebellin-1 OS=Mus musculus OX=10090 GN=Cbln1 PE=1 SV=1,0,23.12,24,5,12,3,193,21.1,7.28,cell adhesion;cell organization and biogenesis;transport;developmental processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cell component,other molecular function,12404,ENSMUSG00000031654,Cbln1,NA,NA
B2RQG2,-0.2261034181220758,-1.1696715077554456,21.781046781459114,-0.8054163074089171,0.4310838827455664,0.9997218336504108,0.9997218336504108,-4.675539152332696,PHD finger protein 3 OS=Mus musculus OX=10090 GN=Phf3 PE=1 SV=1,0.022,1.652,0,1,5,1,2025,225.4,6.7,RNA metabolism OR transcription;other metabolic processes,NA,other molecular function,213109,ENSMUSG00000048874,Phf3,NA,NA
P63037,0.22550308739878844,1.1691848881678768,23.003269795881714,0.9453846664123264,0.3569727113698481,0.9997218336504108,0.9997218336504108,-4.6388604747223,DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1,0,123.723,25,8,98,8,397,44.8,7.08,stress response;transport;signal transduction;other biological processes,other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;other molecular function,15502,ENSMUSG00000028410,Dnaja1,HSP90 chaperone cycle for steroid hormone receptors (SHR),Exercise-induced Circadian Regulation
Q99LI8,0.22545720405824454,1.1691477041104057,22.563785139506056,1.4146320982959546,0.17423083255489608,0.9997218336504108,0.9997218336504108,-4.482734222486937,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2,0,51.368,10,8,43,8,775,86,6.16,cell organization and biogenesis;transport;other biological processes,other membranes;cytosol;other cytoplasmic organelle;other cell component,other molecular function,15239,ENSMUSG00000025793,Hgs,RHOU GTPase cycle; Endosomal Sorting Complex Required For Transport (ESCRT); Ub-specific processing proteases; Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation; Negative regulation of MET activity; Lysosome Vesicle Biogenesis; RHOBTB3 ATPase cycle,NA
O54828,-0.22540374180611877,-1.1691043795619485,24.025591060754095,-1.348455708158866,0.19422415760140005,0.9997218336504108,0.9997218336504108,-4.507481472973888,Regulator of G-protein signaling 9 OS=Mus musculus OX=10090 GN=Rgs9 PE=1 SV=3,0,134.686,31,18,107,18,675,76.9,9.33,developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;nucleus;other cell component,enzyme regulator activity,19739,ENSMUSG00000020599,Rgs9,"G alpha (i) signalling events; Inactivation, recovery and regulation of the phototransduction cascade; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell
F6W0G8,-0.22528288839647104,-1.169006448725022,19.239193452692817,-1.5385917153028734,0.14128608380393828,0.9997218336504108,0.9997218336504108,-4.434337270419675,"Methionine--tRNA ligase, cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Mars1 PE=1 SV=2",0,7.953,5,1,2,1,184,19.8,9.74,protein metabolism;RNA metabolism OR transcription;other metabolic processes,other membranes,other molecular function,NA,ENSMUSG00000040354,Mars1,NA,NA
A0A087WQH8,-0.22523583978760797,-1.1689683261635702,21.77059071152798,-1.8160577900394794,0.08604392371691219,0.9997218336504108,0.9997218336504108,-4.3177646503714255,Probable UDP-sugar transporter protein SLC35A4 OS=Mus musculus OX=10090 GN=Slc35a4 PE=1 SV=1,0,23.855,31,2,11,2,103,11.2,9.31,NA,NA,NA,NA,ENSMUSG00000033272,Slc35a4,NA,NA
