Accession,log2_foldchange,foldchange,AveExpr,t,p_value,adj_p_value,q_value,B,description,exp_q-value_combined,sum_pep_score,coverage_percent,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
Q4KMM3,-1.2543142620997152,-2.3855373293988422,24.917612960169272,-7.751939009197007,3.809213438770329e-7,2.144587166027695e-5,7.753805032976137e-6,6.764446108876616,Oxidation resistance protein 1 OS=Mus musculus OX=10090 GN=Oxr1 PE=1 SV=3,0,544.73,53,34,273,34,866,95.9,5.33,stress response;other biological processes,nucleus,other molecular function,170719,ENSMUSG00000022307,Oxr1,NA,NA
Q99KY4,-1.2523704861788723,-2.382325404802163,21.00885782659946,-6.417517198659465,6.3501277957862445e-6,1.2899924558347213e-4,4.663997880337654e-5,4.044454038544664,Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2,0,76.667,9,11,45,9,1305,143.6,5.73,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;other biological processes,cytosol;ER/Golgi;other cell component,kinase activity;other molecular function,231580,NA,Gak,Golgi Associated Vesicle Biogenesis; Clathrin-mediated endocytosis,NA
Q3UVL4,-1.2489343025239634,-2.376657979350302,19.86423550218862,-6.737047745738993,2.572631107084223e-6,6.897101491849607e-5,2.49366316779311e-5,4.870647712499073,Vacuolar protein sorting-associated protein 51 homolog OS=Mus musculus OX=10090 GN=Vps51 PE=1 SV=2,0,53.364,10,6,27,6,782,86.1,6.24,cell organization and biogenesis;other metabolic processes;transport,other membranes;cytosol;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,NA,68505,ENSMUSG00000024797,Vps51,Retrograde transport at the Trans-Golgi-Network,NA
S4R2D2,-1.2480940048165898,-2.375274098001806,20.010568897064154,-5.064005167974782,9.565454291530821e-5,9.47172245299572e-4,3.4245233950095765e-4,1.3574133200515117,ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus OX=10090 GN=Gga3 PE=1 SV=1,0,66.94,16,7,33,7,595,64.5,5.47,transport,ER/Golgi,other molecular function,NA,ENSMUSG00000020740,Gga3,NA,NA
Q9JHK4,-1.2476205024888358,-2.374494644800651,20.9248749620687,-5.035914980029189,1.4736545596720897e-4,0.0013109870473290532,4.7399043166778255e-4,1.07243284634197,Geranylgeranyl transferase type-2 subunit alpha OS=Mus musculus OX=10090 GN=Rabggta PE=1 SV=1,0,16.801,5,3,11,3,567,64.9,5.8,protein metabolism;other metabolic processes,nucleus;other cell component,other molecular function,56187,ENSMUSG00000040472,Rabggta,RAB geranylgeranylation; TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,NA
Q9Z0F7,-1.2456776798340954,-2.3712991550906195,21.234578119278584,-6.31831235189944,5.892223163690146e-6,1.2286376448731673e-4,4.442168127009339e-5,4.046780734999949,Gamma-synuclein OS=Mus musculus OX=10090 GN=Sncg PE=1 SV=1,0,114.957,62,7,87,6,123,13.2,4.65,cell-cell signaling;cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,20618,ENSMUSG00000023064,Sncg,NA,NA
Q9JJV2,-1.2407467373692285,-2.363208200321662,24.720255349272204,-7.02360749387251,1.4791751119944182e-6,4.817710013528927e-5,1.7418543177945007e-5,5.420272896261206,Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3,0,92.496,26,4,91,4,140,15,6.99,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,18645,ENSMUSG00000027805,Pfn2,RHO GTPases Activate Formins; Signaling by ROBO receptors,NA
Q64674,-1.2362758630991273,-2.3558960157869713,21.656501115053363,-5.480933634775987,3.3106310942890764e-5,4.497412646564447e-4,1.626050056006518e-4,2.329744971626843,Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1,0,64.705,35,9,56,9,302,34,5.5,other metabolic processes;other biological processes,NA,other molecular function,20810,ENSMUSG00000006442,Srm,Metabolism of polyamines,Nucleotide Metabolism
Q8VBV7,-1.2331732327434217,-2.3508349182473443,21.377918843433186,-8.229926218328544,1.6248795189955516e-7,1.4230333743025487e-5,5.145010431167349e-6,7.6055612858089034,COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1,0,84.264,43,5,35,5,209,23.2,5.2,cell organization and biogenesis;protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,NA,108679,ENSMUSG00000034432,Cops8,Cargo recognition for clathrin-mediated endocytosis; Neddylation; DNA Damage Recognition in GG-NER; Formation of TC-NER Pre-Incision Complex,NA
Q3UM45,-1.2323456012031855,-2.349486700431405,23.84493959203087,-8.001920051484806,2.4305482137863507e-7,1.570293526316723e-5,5.677432953288136e-6,7.208357982805044,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus OX=10090 GN=Ppp1r7 PE=1 SV=2,0,289.522,60,17,145,17,361,41.3,4.92,other biological processes,nucleus;other cell component,NA,66385,ENSMUSG00000026275,Ppp1r7,NA,NA
Q9WUL7,-1.231875970057434,-2.348722011755536,21.086315641880812,-6.640104930905745,3.1101817682203093e-6,7.857196377279641e-5,2.8407877180426054e-5,4.682081942108656,ADP-ribosylation factor-like protein 3 OS=Mus musculus OX=10090 GN=Arl3 PE=1 SV=1,0,50.193,34,4,22,4,182,20.5,7.24,cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,other membranes;cytoskeleton;ER/Golgi;nucleus;other cell component,cytoskeletal activity;other molecular function,56350,ENSMUSG00000025035,Arl3,Trafficking of myristoylated proteins to the cilium,NA
H7BWX9,-1.231217163507484,-2.347649712928769,20.69693055607803,-8.816480614399483,5.945163685368516e-8,8.921410687024471e-6,3.2255568895540102e-6,8.59427305927559,Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1,0,22.342,42,2,13,2,53,6,8.91,NA,NA,NA,NA,ENSMUSG00000020738,Sumo2,NA,NA
Q8CH77,-1.2307064572593553,-2.3468188046943164,21.512091964137,-6.517027158204584,3.964659210968285e-6,9.245397603802374e-5,3.3426951167021293e-5,4.440785689370191,Neuron navigator 1 OS=Mus musculus OX=10090 GN=Nav1 PE=1 SV=2,0.049,1.203,1,1,3,1,1875,202.2,8.06,cell organization and biogenesis;developmental processes,cytoskeleton;other cell component,NA,215690,ENSMUSG00000009418,Nav1,NA,NA
P17742,-1.2281967625927308,-2.342739856247618,27.67002380507932,-6.4661227390423095,4.3859777512183815e-6,9.877221895743795e-5,3.571132666474761e-5,4.340371419543928,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2,0,132.381,55,8,166,8,164,18,7.9,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,non-structural extracellular;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,268373,ENSMUSG00000071866,Ppia,Neutrophil degranulation; Basigin interactions,NA
Q91VW3,-1.2280762695309235,-2.342544200130053,23.31065552430038,-9.015311611693068,4.269301790675302e-8,7.315355807413637e-6,2.6448839933420808e-006,8.918827166419812,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus OX=10090 GN=Sh3bgrl3 PE=1 SV=1,0,61.794,31,3,33,3,93,10.5,5.14,NA,nucleus;other cell component,other molecular function,73723,ENSMUSG00000028843,Sh3bgrl3,NA,NA
P24527,-1.2246860036173182,-2.337045793781025,22.95168475498115,-8.049574407982968,2.2331111283352387e-7,1.5649603588022105e-5,5.658150761465489e-6,7.2919789492336875,Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4,0,136.725,36,17,60,17,611,69,6.42,protein metabolism;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,16993,ENSMUSG00000015889,Lta4h,Neutrophil degranulation; Synthesis of Leukotrienes (LT) and Eoxins (EX); Biosynthesis of D-series resolvins; Biosynthesis of E-series 18(S)-resolvins; Biosynthesis of aspirin-triggered D-series resolvins; Biosynthesis of E-series 18(R)-resolvins; Biosynthesis of protectins,Eicosanoid Synthesis; Eicosanoid metabolism via Lipo Oxygenases (LOX)
A2AEW8,-1.2242184663433378,-2.3362885450499604,22.1910631540121,-10.038863074354323,8.356527292032909e-9,2.545594764831289e-6,9.203657380840474e-7,10.508352352685005,GRIP1-associated protein 1 OS=Mus musculus OX=10090 GN=Gripap1 PE=1 SV=1,0,193.998,35,22,70,22,837,95.9,5.17,transport;other biological processes,other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,54645,ENSMUSG00000031153,Gripap1,NA,NA
Q9CQV8,-1.2225099218965596,-2.3335233798303103,26.417992865814345,-8.458292056372203,1.0928872875714916e-7,1.2586625513829279e-5,4.550723878390261e-6,7.9961205369032555,14-3-3 protein beta/alpha OS=Mus musculus OX=10090 GN=Ywhab PE=1 SV=3,0,252.136,63,15,400,7,246,28.1,4.83,transport;other biological processes,cytosol;nucleus;other cell component,enzyme regulator activity;other molecular function,54401,ENSMUSG00000018326,Ywhab,"RAF activation; Negative regulation of MAPK pathway; TP53 Regulates Metabolic Genes; MAP2K and MAPK activation; Frs2-mediated activation; Rap1 signalling; mTORC1-mediated signalling; Activation of BAD and translocation to mitochondria ; RHO GTPases activate PKNs; Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; Regulation of localization of FOXO transcription factors; Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA; Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA; Signaling by Hippo",TNF-alpha NF-kB Signaling Pathway; IL-3 Signaling Pathway; Myometrial Relaxation and Contraction Pathways; Alpha6-Beta4 Integrin Signaling Pathway; Calcium Regulation in the Cardiac Cell; EGFR1 Signaling Pathway
Q3TPM3,-1.2221088183789668,-2.3328746950365,21.485962480586977,-4.58167429808338,2.3101009911442714e-4,0.0018392137386059745,6.649720267391405e-4,0.40217001280213704,Cullin-1 (Fragment) OS=Mus musculus OX=10090 GN=Cul1 PE=1 SV=1,0,63.297,14,9,37,9,699,80.5,7.28,protein metabolism;other metabolic processes,NA,other molecular function,NA,ENSMUSG00000029686,Cul1,NA,NA
Q9QUH0,-1.2174653710609675,-2.3253781927984867,20.321145873507547,-4.781073112834674,2.0362998242793798e-4,0.001668411145007284,6.03217949736807e-4,0.7197166888868054,Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=3,0,10.66,11,2,10,2,107,11.9,8.37,other metabolic processes;other biological processes,cytosol;mitochondrion;nucleus;other cell component,other molecular function,93692,ENSMUSG00000021591,Glrx,Interconversion of nucleotide di- and triphosphates,NA
P63054,-1.212034995321357,-2.31664180627567,22.350685745888278,-5.447465362858988,3.553486707812608e-5,4.7152495338348443e-4,1.7048094918383392e-4,2.2593600329546426,Calmodulin regulator protein PCP4 OS=Mus musculus OX=10090 GN=Pcp4 PE=3 SV=2,0,52.721,44,3,39,3,62,6.8,6.71,signal transduction;other biological processes,cytoskeleton;other cell component,nucleic acid binding activity;other molecular function,18546,ENSMUSG00000090223,Pcp4,NA,NA
Q9CZ30,-1.2115818629169652,-2.315914292419058,23.35075268130258,-8.243697283989711,1.5861788592180375e-7,1.420711564585974e-5,5.1366158738599235e-6,7.629318354087507,Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1,0,108.459,38,12,70,12,396,44.7,7.81,other metabolic processes,cytosol;cytoskeleton;nucleus;other cell component,translation activity;other molecular function,67059,ENSMUSG00000027108,Ola1,Platelet degranulation,NA
Q8CGA0,-1.2107228047757133,-2.3145356831084056,20.537073693654495,-6.662307745051944,3.989596663884299e-6,9.248823795510602e-5,3.343933864323678e-5,4.504147458101677,Protein phosphatase 1F OS=Mus musculus OX=10090 GN=Ppm1f PE=1 SV=1,0,56.48,20,6,23,6,452,49.6,5.3,cell organization and biogenesis;protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,other molecular function,68606,ENSMUSG00000026181,Ppm1f,NA,NA
D6RG99,1.2090008104793775,2.3117747118214873,19.057722756133398,7.90012385942687,9.993029348618719e-7,3.64653043175059e-5,1.3184116021257225e-5,5.952883302100229,Mitochondrial import inner membrane translocase subunit Tim10 B OS=Mus musculus OX=10090 GN=Timm10b PE=1 SV=1,0,20.459,41,2,4,2,68,7.5,7.46,NA,NA,NA,NA,ENSMUSG00000089847; ENSMUSG00000110234,Timm10b,NA,NA
Q8K310,1.2066494177443658,2.3080099086990673,19.317523622670677,2.3382840436786405,0.03362240126784298,0.07788539150426065,0.02815964537173091,-4.289366940773313,Matrin-3 OS=Mus musculus OX=10090 GN=Matr3 PE=1 SV=1,0,78.552,14,11,23,11,846,94.6,6.25,stress response;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,17184,ENSMUSG00000037236,Matr3,NA,mRNA processing
Q9JII6,-1.2024038437869784,-2.301227863577821,24.044948114029047,-7.249000730142383,9.646458507386861e-7,3.5864804695860016e-5,1.2967003979257907e-5,5.844357751641796,Aldo-keto reductase family 1 member A1 OS=Mus musculus OX=10090 GN=Akr1a1 PE=1 SV=3,0,95.507,46,13,77,12,325,36.6,7.39,other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;other cell component,other molecular function,58810,ENSMUSG00000028692,Akr1a1,Glutathione conjugation; Formation of xylulose-5-phosphate,Metapathway biotransformation
Q9WU78,-1.2005830314504387,-2.2983253367579817,23.53289023747216,-6.982527120311784,1.6002181468887558e-6,5.070475647304554e-5,1.8332423235785262e-5,5.34219690532205,Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3,0,188.947,26,22,110,22,869,96,6.52,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes,non-structural extracellular;plasma membrane;cytosol;cytoskeleton;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,18571,ENSMUSG00000032504,Pdcd6ip,Regulation of necroptotic cell death,NA
P45376,-1.1995693755450425,-2.2967110712802152,24.112132707197855,-6.949677284278924,1.7043801796244189e-6,5.2069475099998716e-5,1.8825840445674935e-5,5.279590546935218,Aldo-keto reductase family 1 member B1 OS=Mus musculus OX=10090 GN=Akr1b1 PE=1 SV=3,0,81.748,40,11,71,10,316,35.7,7.18,other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular;cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,11677,ENSMUSG00000001642,Akr1b1,Pregnenolone biosynthesis; Fructose biosynthesis,Metapathway biotransformation; Polyol pathway; Eicosanoid metabolism via Cyclo Oxygenases (COX)
A0A338P7K6,1.1914733293557198,2.2838585954543458,16.934309007656125,3.9486219804524216,0.0014533642340365794,0.007305750569308877,0.002641411197051055,-1.108114387473675,Metabotropic glutamate receptor 4 OS=Mus musculus OX=10090 GN=Grm4 PE=1 SV=1,0,14.039,3,2,16,1,865,96,8.66,signal transduction,plasma membrane;other membranes,other molecular function,NA,ENSMUSG00000063239,Grm4,NA,Non-odorant GPCRs
Q3THK7,-1.1912568537252177,-2.283515929384897,20.605063846282796,-9.453830544995858,2.0915369656289493e-8,4.338287990286153e-6,1.5685181645419903e-6,9.616196904297631,GMP synthase [glutamine-hydrolyzing] OS=Mus musculus OX=10090 GN=Gmps PE=1 SV=2,0,61.306,20,9,32,9,693,76.7,6.73,other metabolic processes,cytosol,other molecular function,229363,ENSMUSG00000027823,Gmps,Purine ribonucleoside monophosphate biosynthesis,Purine metabolism
P63028,-1.1868711203819693,-2.276584675965128,23.274163429481945,-8.192439286150499,1.7352942971356108e-7,1.4550627287258388e-5,5.260813310837793e-6,7.540756813006983,Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1,0,78.007,47,4,50,4,172,19.5,4.86,other biological processes,cytosol;cytoskeleton;nucleus;other cytoplasmic organelle;other cell component,other molecular function,22070,ENSMUSG00000060126,Tpt1,NA,NA
P48320,-1.1846292936757408,-2.273049802088442,24.466694112147298,-6.979917805371023,1.6082452573282651e-6,5.070475647304554e-5,1.8332423235785262e-5,5.337229602409048,Glutamate decarboxylase 2 OS=Mus musculus OX=10090 GN=Gad2 PE=1 SV=1,0,154.084,25,12,142,11,585,65.2,6.9,other metabolic processes;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,other molecular function,14417,ENSMUSG00000026787,Gad2,GABA synthesis,One carbon metabolism and related pathways; Alanine and aspartate metabolism; Biogenic Amine Synthesis
P68369,-1.1839265328194735,-2.2719428311898784,31.142165060641023,-10.035714010732224,8.397039315606891e-9,2.545594764831289e-6,9.203657380840474e-7,10.503663701341285,Tubulin alpha-1A chain OS=Mus musculus OX=10090 GN=Tuba1a PE=1 SV=1,0,596.945,58,24,1268,6,451,50.1,5.06,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,other membranes;cytoskeleton;other cytoplasmic organelle;other cell component,cytoskeletal activity;other molecular function,22142,ENSMUSG00000072235,Tuba1a,Hedgehog 'off' state; MHC class II antigen presentation; COPI-mediated anterograde transport; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; HSP90 chaperone cycle for steroid hormone receptors (SHR); COPI-independent Golgi-to-ER retrograde traffic; Aggrephagy; Recycling pathway of L1; The role of GTSE1 in G2/M progression after G2 checkpoint; COPI-dependent Golgi-to-ER retrograde traffic; Kinesins; Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2; Carboxyterminal post-translational modifications of tubulin; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Intraflagellar transport; RHO GTPases activate IQGAPs; Sealing of the nuclear envelope (NE) by ESCRT-III,NA
P26883,-1.183910056687143,-2.2719168848769535,24.62197210741519,-6.884401643249348,1.932753472666975e-6,5.668838795199725e-5,2.0495819184988245e-5,5.154730254972922,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,0,38.306,26,2,40,2,108,11.9,8.16,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,14225,ENSMUSG00000032966,Fkbp1a,TGF-beta receptor signaling activates SMADs; mTORC1-mediated signalling; Calcineurin activates NFAT,TGF Beta Signaling Pathway; Spinal Cord Injury; Calcium Regulation in the Cardiac Cell
P50396,-1.1827862823957531,-2.270147884771176,26.972295591435376,-6.201140302571452,7.461295870400808e-6,1.441419952218117e-4,5.211487533445737e-5,3.811937230353383,Rab GDP dissociation inhibitor alpha OS=Mus musculus OX=10090 GN=Gdi1 PE=1 SV=3,0,526.741,61,24,381,18,447,50.5,5.08,cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,ER/Golgi;other cell component,enzyme regulator activity;other molecular function,14567,ENSMUSG00000015291,Gdi1,RAB GEFs exchange GTP for GDP on RABs,NA
Q8C078,-1.180338724084951,-2.266299802792156,19.780437032051186,-5.628995026535028,2.4243276684749566e-5,3.512601228477869e-4,1.269989185594993e-4,2.639611373521504,Calcium/calmodulin-dependent protein kinase kinase 2 OS=Mus musculus OX=10090 GN=Camkk2 PE=1 SV=2,0,30.118,7,4,12,4,588,64.6,5.9,protein metabolism;other metabolic processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,kinase activity;other molecular function,207565,ENSMUSG00000029471,Camkk2,CaMK IV-mediated phosphorylation of CREB; CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde; Activation of RAC1 downstream of NMDARs,NA
Q9DCL8,-1.1762433981484293,-2.2598756622763334,21.702818698849228,-6.366287260759615,7.006070227146924e-6,1.3805461382593014e-4,4.991396836025131e-5,3.9471690310225753,Protein phosphatase inhibitor 2 OS=Mus musculus OX=10090 GN=Ppp1r2 PE=1 SV=3,0,118.293,72,7,43,7,206,23.1,4.83,other metabolic processes;other biological processes,other cell component,enzyme regulator activity;other molecular function,66849,ENSMUSG00000047714,Ppp1r2,NA,NA
P84084,-1.1696479329755078,-2.2495679307307905,23.257234585817503,-8.40073794656346,1.2070176610961868e-7,1.2856369195621817e-5,4.648250337124532e-6,7.898370509026714,ADP-ribosylation factor 5 OS=Mus musculus OX=10090 GN=Arf5 PE=1 SV=2,0,156.499,53,8,152,3,180,20.5,6.79,transport,plasma membrane;other membranes;ER/Golgi;other cell component,other molecular function,11844,ENSMUSG00000020440,Arf5,COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport,NA
P61089,-1.167838584223567,-2.246748414800116,24.612502988676034,-7.329670087122182,8.291790413573403e-7,3.235440199989384e-5,1.1697809678232042e-5,5.994373215229823,Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,0,76.569,55,7,90,7,152,17.1,6.57,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes,nucleus;other cell component,other molecular function,93765,ENSMUSG00000074781,Ube2n,ISG15 antiviral mechanism; Downstream TCR signaling; FCERI mediated NF-kB activation; Formation of Incision Complex in GG-NER; Antigen processing: Ubiquitination & Proteasome degradation; CLEC7A (Dectin-1) signaling; Aggrephagy; E3 ubiquitin ligases ubiquitinate target proteins; NOD1/2 Signaling Pathway; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; IKK complex recruitment mediated by RIP1; Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; activated TAK1 mediates p38 MAPK activation; TAK1 activates NFkB by phosphorylation and activation of IKKs complex; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; Nonhomologous End-Joining (NHEJ),NA
Q9JI46,-1.1663698075197146,-2.2444622126628033,21.16429537234789,-4.665802448200032,1.920149073435394e-4,0.0015966184619444826,5.772611373450638e-4,0.5851055682398325,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,0,53.239,31,4,23,4,168,19,6.34,other metabolic processes,cytosol;nucleus;other cell component,other molecular function,56409,ENSMUSG00000024213,Nudt3,Synthesis of pyrophosphates in the cytosol,NA
Q8VEH5,-1.1630902203454028,-2.2393658138611423,20.755041612068656,-7.344527193927193,8.064662259417787e-7,3.235440199989384e-5,1.1697809678232042e-5,6.02190036662129,EPM2A-interacting protein 1 OS=Mus musculus OX=10090 GN=Epm2aip1 PE=1 SV=1,0,96.061,20,8,29,8,606,70.1,5.87,other biological processes,other membranes;ER/Golgi;nucleus;other cell component,other molecular function,77781,ENSMUSG00000046785,Epm2aip1,NA,NA
O35215,-1.154446679913054,-2.2259893340022416,23.129556395475863,-6.499302519990222,4.106394647632652e-6,9.463918892584961e-5,3.421701999500614e-5,4.405862675433138,D-dopachrome decarboxylase OS=Mus musculus OX=10090 GN=Ddt PE=1 SV=3,0,49.934,58,6,54,6,118,13.1,6.54,other metabolic processes;other biological processes,non-structural extracellular;other cell component,signal transduction activity or receptor binding;other molecular function,13202,ENSMUSG00000001666,Ddt,NA,NA
Q8R0P4,-1.1486682355241484,-2.217091382672955,20.25016708638245,-6.712586430083702,4.966918151376881e-6,1.0782042248718113e-4,3.898272580299132e-5,4.295719044601439,Mth938 domain-containing protein OS=Mus musculus OX=10090 GN=Aamdc PE=1 SV=1,0,16.291,28,3,9,3,122,13.2,7.99,other biological processes,other cell component,NA,66273,ENSMUSG00000035642,Aamdc,NA,NA
O54916,-1.1469340726586275,-2.2144279731644994,20.64671471176617,-5.402191759035829,3.9114032352380756e-5,5.05404595084369e-4,1.8273021284152547e-4,2.1639535356136896,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=2,0,27.707,7,4,18,3,795,86.5,5.58,transport,plasma membrane;other membranes,other molecular function,19707,ENSMUSG00000019854,Reps1,Cargo recognition for clathrin-mediated endocytosis,EGFR1 Signaling Pathway
P60761,-1.1463601090198203,-2.21354715753368,21.92246089733336,-8.359365716959289,1.2966897682588808e-7,1.3103216350533973e-5,4.73749850303979e-6,7.827820985241351,Neurogranin OS=Mus musculus OX=10090 GN=Nrgn PE=1 SV=1,0,35.114,59,2,32,2,78,7.5,7.05,developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;mitochondrion;ER/Golgi;nucleus;other cell component,other molecular function,64011,ENSMUSG00000053310,Nrgn,NA,NA
Q923Z3,1.1462538768799604,2.2133841700781183,18.43076926165323,4.486999872127363,2.8461310848227754e-4,0.002148774445457195,7.768944239639893e-4,0.19588808794640222,"Protein MTO1 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mto1 PE=2 SV=1",0,11.339,4,2,8,2,669,74.3,8.92,RNA metabolism OR transcription;other metabolic processes,mitochondrion,other molecular function,68291,NA,Mto1,NA,NA
O54774,-1.1456412448331754,-2.212444468914589,24.081336053463,-7.696318687345961,4.21443579651535e-7,2.2530165875230028e-5,8.145834141156552e-6,6.664469800135782,AP-3 complex subunit delta-1 OS=Mus musculus OX=10090 GN=Ap3d1 PE=1 SV=1,0,336.998,31,30,231,30,1199,135,7.37,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,NA,11776,ENSMUSG00000020198,Ap3d1,NA,NA
Q8VBW6,-1.1453673301229266,-2.2120244469823325,19.651129180447022,-4.366205662284648,4.1995963529823564e-4,0.0029189786996655144,0.0010553635725862737,-0.1042546581722581,NEDD8-activating enzyme E1 regulatory subunit OS=Mus musculus OX=10090 GN=Nae1 PE=1 SV=1,0,22.235,5,2,8,2,534,60.2,5.52,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle;other cell component,other molecular function,234664,ENSMUSG00000031878,Nae1,Neddylation,Alzheimers Disease
Q3TYA4,1.1431742604046882,2.2086644586164734,22.2093046726177,5.449011958434839,3.541871069973035e-5,4.7152495338348443e-4,1.7048094918383392e-4,2.2626152891406175,Syntaxin-binding protein 6 OS=Mus musculus OX=10090 GN=Stxbp6 PE=1 SV=1,0,27.252,24,4,22,4,210,23.7,9.19,transport;other biological processes,other membranes,NA,217517,ENSMUSG00000046314,Stxbp6,NA,NA
Q8R2R9,-1.1410026779507305,-2.205342419721498,22.23528561986961,-7.7214207616638655,4.0262701953817407e-7,2.2348634985914703e-5,8.08020122375824e-6,6.7096447720651415,AP-3 complex subunit mu-2 OS=Mus musculus OX=10090 GN=Ap3m2 PE=1 SV=1,0,95.927,29,8,47,7,418,46.9,7.56,transport,other membranes;ER/Golgi;other cell component,NA,64933,ENSMUSG00000031539,Ap3m2,NA,NA
